番号,回,区分,ID,設問,選択肢1(a),選択肢2(b),選択肢3(c),選択肢4(d),選択肢5(e),正答(K列),正答解析値(L列),正答テキスト(M列)
63,76,A,76-A-063,野生鳥獣肉(ジビエ)に関する記述として適切なのはどれか。,環境省が「野生鳥獣肉の衛生管理に関する指針(ガイドライン)」を作成し,食肉加工する施設には「と畜場法」が適用される。,解体・食肉加工する施設はHACCPによる衛生管理が義務づけられている。,獣医師が解体前検査を行うことが義務づけられている。,生食用食肉としても提供されている。,3,3,解体・食肉加工する施設はHACCPによる衛生管理が義務づけられている。
64,76,A,76-A-064,"我が国の動物由来薬剤耐性菌モニタリング(JVARM、Japanese Veterinary
Antimicrobial Resistance Monitoring System)の対象でないのはどれか。",野生動物由来の薬剤耐性菌,家畜由来の薬剤耐性菌,水産動物由来の薬剤耐性菌,愛玩動物由来の薬剤耐性菌,抗菌剤の使用量,1,1,野生動物由来の薬剤耐性菌
66,76,A,76-A-066,家畜保健衛生所の業務でないのはどれか。,家畜の伝染病の発生を予防するための検査,家畜人工授精の実施に関する事務,飼養衛生管理基準に関する指導及び助言,家畜のと畜検査,死亡牛の伝達性海綿状脳症の検査,4,4,家畜のと畜検査
67,76,A,76-A-067,「家畜改良増殖法」で規定される家畜の人工授精簿の保管年数はどれか。,1年,3年,5年,8年,10年,3,3,5年
68,76,A,76-A-068,肝機能検査のうち肝臓の合成能を評価するのに最も適当なのはどれか。（2つ選びなさい。）,GGT,T−Chol,Alb,ALP,ALT,3,"2, 3","T−Chol,Alb"
69,76,A,76-A-069,ショックの所見として最も適当なのはどれか。,四肢冷感,心拍数低下,呼吸数減少,尿量増加,高血圧,1,1,四肢冷感
70,76,A,76-A-070,犬の小腸疾患の臨床徴候として最も適当なのはどれか。,しぶり,メレナ,排便困難,血便,便失禁,2,2,メレナ
71,76,A,76-A-071,ケトーシスを発症した牛の血中で増加するのはどれか。（2つ選びなさい。）,フタル酸,アセトン,アセト酢酸,モノクロロ酢酸,酢酸ブチル,3,"2, 3","アセトン,アセト酢酸"
72,76,A,76-A-072,脊髄造影の際に造影剤を注入する部位はどれか。,硬膜外,硬膜とくも膜の間,くも膜と軟膜の間,軟膜と脊髄の間,脊髄内,3,3,くも膜と軟膜の間
73,76,A,76-A-073,X線撮影時の散乱線に関する記述として誤っているのはどれか。,X線画像の鮮鋭度を低下させる。,管電圧が低いほど発生しやくなる。,不規則な方向に発生する。,皮膚に吸収されやすい。,グリッドにより画像への影響を軽減できる。,2,2,管電圧が低いほど発生しやくなる。
74,76,A,76-A-074,鎮痛作用がないのはどれか。,ブプレノルフィン,アセトアミノフェン,プロポフォール,リドカイン,メデトミジン,3,3,プロポフォール
75,76,A,76-A-075,皮質骨の連続性が一部保たれている骨折はどれか。,粉砕骨折,蝶形骨折,長斜骨折,若木骨折,らせん骨折,4,4,若木骨折
76,76,A,76-A-076,腸管の端々吻合に用いる縫合法として最も適当なのはどれか。,ブンネル,クッシング,ギャンビー,コンネル,パーカー・カー,3,3,ギャンビー
77,76,A,76-A-077,馬の麻酔に関する記述として適切なのはどれか。（2つ選びなさい。）,動脈血二酸化炭素分圧(PaCO )は換気のモニタリング指標となる。,顔面動脈へのカテーテル留置で血圧を測定することができる。,気管内チューブの挿管には喉頭鏡が必要である。,心拍出量とは1回の拍動で左心室から送り出される血液の量である。,高血圧は麻酔後に筋障害を引き起こすことがある。,1,"1, 2","動脈血二酸化炭素分圧(PaCO )は換気のモニタリング指標となる。,顔面動脈へのカテーテル留置で血圧を測定することができる。"
78,76,A,76-A-078,豚で妊娠認識のために胚から産生される物質はどれか。,プロジェステロン,インヒビン,インターフェロン−タウ,エストロジェン,オキシトシン,4,4,エストロジェン
79,76,A,76-A-079,授精後40日以内の牛の妊娠診断法として適当なのはどれか。（2つ選びなさい。）,X線検査,子宮動脈の肥大と震動,超音波検査法,ノンリターン法,腹部の触診法,4,"3, 4","超音波検査法,ノンリターン法"
80,76,A,76-A-080,eCG(PMSG)の産生部位はどれか。,視床下部,下垂体前葉,下垂体後葉,子宮内膜杯,黄体,4,4,子宮内膜杯
1,67,B,67-B-001,副作用として出血性膀胱炎を示す抗腫瘍薬はどれか。,シクロホスファミド,ドキソルビシン,ビンクリスチン,シスプラチン,アスパラギナーゼ,1,1,シクロホスファミド
2,67,B,67-B-002,キチン質合成阻害作用をもつノミ駆虫薬はどれか。,ロペラミド,クロルヘキシジン,イベルメクチン,ジチアザニン,ルフェヌロン,5,5,ルフェヌロン
3,67,B,67-B-003,寄生虫病の治療薬に関する記述として誤っているのはどれか。,モネンシンはバベシア病の治療に使われる。,プラジクアンテルは条虫症の治療に使われる。,ピランテルは回虫症の治療に使われる。,メラルソミンは犬糸状虫症の治療に使われる。,ビチオノールは牛の肝蛭症の治療に使われる。,1,1,モネンシンはバベシア病の治療に使われる。
4,67,B,67-B-004,牛の発情周期の同期化に使用する薬はどれか。,エフェドリン,カプトプリル,ロペラミド,ジノプロスト,チロキシン,4,4,ジノプロスト
5,67,B,67-B-005,有機リン系殺虫薬による中毒の治療薬はどれか。,メチレンブルー,D-ペニシラミン,アトロピン,ジメルカプロール,エデト酸カルシウム二ナトリウム,3,3,アトロピン
6,67,B,67-B-006,牛のハイエナ病の原因はどれか。,ビタミンA過剰,カルシウム欠乏,ビタミンD過剰,ビタミンB 過剰,エストロジェン欠乏,1,1,ビタミンA過剰
7,67,B,67-B-007,尿毒症で観察される病理組織所見はどれか。（2つ選びなさい。）,大脳皮質の層状壊死,肝臓の巣状壊死,腎尿細管の尿酸塩沈着,消化管粘膜の潰瘍,肺胞壁の石灰沈着,5,"4, 5","消化管粘膜の潰瘍,肺胞壁の石灰沈着"
8,67,B,67-B-008,骨病理に関する記述として正しいのはどれか。（2つ選びなさい。）,線維性骨異栄養症では骨が線維性組織に置換される。,肺性肥大性骨症では対称性の外骨膜性骨増殖がみられる。,くる病では石灰沈着異常により膜内骨化が障害され類骨が形成される。,頭蓋下顎骨症では病変は左右不対称である。,骨粗鬆症ではアンドロジェン欠乏により骨が菲薄化、多孔化する。,1,"1, 2","線維性骨異栄養症では骨が線維性組織に置換される。,肺性肥大性骨症では対称性の外骨膜性骨増殖がみられる。"
9,67,B,67-B-009,偏性細胞内寄生性細菌が引き起こす疾患でないのはどれか。,アナプラズマ病,流行性羊流産,腸腺腫症候群,ひな白痢,オウム病,4,4,ひな白痢
10,67,B,67-B-010,伝染性ファブリキウス囊病の病原ウイルスに関する記述はどれか。,ゲノムは3分節である。,ゲノムは2本鎖RNAである。,ウイルス粒子の直径は約120 nmである。,エンベロープを有する。,60°C、30分の熱処理で容易に失活する。,2,2,ゲノムは2本鎖RNAである。
11,67,B,67-B-011,ブルセラ菌の同定法として適切でないのはどれか。,試験管凝集反応,平板凝集反応,選択培地による菌分離,補体結合反応,赤血球凝集抑制反応,5,5,赤血球凝集抑制反応
12,67,B,67-B-012,鞭毛をもつ細菌による疾患はどれか。,炭疽,家きんチフス,セレウス菌食中毒,鼻疽,赤痢,3,3,セレウス菌食中毒
13,67,B,67-B-013,我が国でトキソイドワクチンによる予防が行われている感染症はどれか。（2つ選びなさい。）,破傷風,萎縮性鼻炎,豚丹毒,伝染性コリーザ,流行性羊流産,1,"1, 2","破傷風,萎縮性鼻炎"
14,67,B,67-B-014,犬のウイルス感染症に関する記述として誤っているのはどれか。,犬パルボウイルス感染症は白血球数減少を特徴とする。,犬伝染性喉頭気管炎は犬アデノウイルス1型が原因ウイルスである。,犬パラインフルエンザウイルス感染症は上部気道感染症である。,犬ジステンパーウイルスはアライグマにも感染する。,犬コロナウイルスは消化器症状を引き起こす。,2,2,犬伝染性喉頭気管炎は犬アデノウイルス1型が原因ウイルスである。
15,67,B,67-B-015,マエディ・ビスナに関する記述として正しいのはどれか。,原因ウイルスは主に馬に感染する。,急性感染症である。,原因ウイルスは逆転写酵素をもつ。,マエディ型では脳組織の白質における脱髄が特徴である。,水平感染は起こらない。,3,3,原因ウイルスは逆転写酵素をもつ。
16,67,B,67-B-016,牛伝染性鼻気管炎に関する記述として正しいのはどれか。,原因ウイルスはレオウイルス科に属する。,発熱を伴わない呼吸器症状が特徴である。,我が国では2014年までに発生がない。,汚染精液による人工授精によって生殖器感染が成立する。,有効なワクチンはない。,4,4,汚染精液による人工授精によって生殖器感染が成立する。
17,67,B,67-B-017,"激しい下痢を呈する犬の新鮮糞便中に寄生虫の幼虫が観察された。最も疑われ
るのはどれか。",糞線虫( Strongyloides stercoralis),犬鞭虫(Trichuris vulpis),犬回虫( Toxocara canis),犬条虫( Dipylidium caninum),東洋眼虫( Thelazia callipaeda),1,1,糞線虫( Strongyloides stercoralis)
18,67,B,67-B-018,牛の小型ピロプラズマ病に関する記述として誤っているのはどれか。,放牧牛、特に子牛が重症化しやすい。,顕著な血尿、血色素尿を示す。,原虫は赤血球とリンパ球で分裂、増殖する。,貧血が主症状である。,致死率は低い。,2,2,顕著な血尿、血色素尿を示す。
19,67,B,67-B-019,食品の細菌学的検査において最初の培養温度を44.5°Cとする対象はどれか。,サルモネラ属菌,大腸菌群,糞便系大腸菌群,腸球菌群,カンピロバクター属菌,3,3,糞便系大腸菌群
20,67,B,67-B-020,生乳を殺菌するための加熱温度と時間を設定する根拠となった菌はどれか。,Brucella abortus,Salmonella enterica,Escherichia coli,Bacillus anthracis,Coxiella burnetii,5,5,Coxiella burnetii
21,67,B,67-B-021,ノロウイルス食中毒に関する記述として適当なのはどれか。,潜伏期間は通常35日である。,下痢と肺炎が主症状である。,有効な治療薬はない。,後遺症に注意が必要である。,二次感染はしない。,3,3,有効な治療薬はない。
22,67,B,67-B-022,水分活性が0.86の食品内でも増殖可能な細菌はどれか。,サルモネラ菌,ボツリヌス菌,ウェルシュ菌,セレウス菌,黄色ブドウ球菌,5,5,黄色ブドウ球菌
23,67,B,67-B-023,腸チフスに関する記述として適当なのはどれか。,ヒトおよびサルの疾患である。,健康保菌者は主に脾臓で保菌している。,経口感染しない。,バラ疹が主徴の1つである。,発熱はない。,4,4,バラ疹が主徴の1つである。
24,67,B,67-B-024,ペストおよびペスト菌に関する記述として適切なのはどれか。（2つ選びなさい。）,ペスト菌はビブリオ属の細菌である。,ヒトへの感染源は感染動物の糞尿で汚染された食品や水である。,野生げっ歯類が病原巣動物である。,「感染症法」では一類感染症に分類されている。,ヒトでは激しい下痢が特徴である。,4,"3, 4","野生げっ歯類が病原巣動物である。,「感染症法」では一類感染症に分類されている。"
25,67,B,67-B-025,オウム病に関する記述として正しいのはどれか。（2つ選びなさい。）,「感染症法」では四類感染症に分類されている。,ヒトは感染鳥の糞便を吸入することで感染する。,ほとんどの感染鳥は鼻腔からの漿液性ないし化膿性鼻漏を呈する。,ヒトでは神経症状を呈することが多い。,治療にはβラクタム系抗菌剤を使用する。,1,"1, 2","「感染症法」では四類感染症に分類されている。,ヒトは感染鳥の糞便を吸入することで感染する。"
26,67,B,67-B-026,マールブルグ病に関する記述として正しいのはどれか。（2つ選びなさい。）,病原体はアレナウイルス科に属するウイルスである。,マールブルグ病のサルを診断した獣医師には届出の義務がある。,ヒトからヒトへの感染が起こる。,ヒトの感染では神経症状を主徴とする。,予防のためのワクチンがある。,3,"2, 3","マールブルグ病のサルを診断した獣医師には届出の義務がある。,ヒトからヒトへの感染が起こる。"
